chrom	left	right	max_coverage	gene_id	strand	pval	height	gene_name	Fold change SP/OO GL	Classification OO/SP GL	Oo. expression	Sp. expression	Wormbase ID	Program	WB ID	biotype	chrm	location
III	9709683	9709730	4	WBGene00006579	+	0	4.0	tlk-1	-0.4355381	Gender Neutral	117.467	83.5786	WBGene00006579	Oogenic only	WBGene00006579	protein_coding	III	CDS
III	9709744	9709804	4	WBGene00006579	+	0	4.0	tlk-1	-0.4355381	Gender Neutral	117.467	83.5786	WBGene00006579	Oogenic only	WBGene00006579	protein_coding	III	CDS
III	9710115	9710176	2	WBGene00006579	+	0	2.0	tlk-1	-0.4355381	Gender Neutral	117.467	83.5786	WBGene00006579	Oogenic only	WBGene00006579	protein_coding	III	3'UTR
III	13343429	13343471	2	WBGene00002059	+	0	2.0	ife-1	1.876106	Spermatogenic	581.829	1713.16	WBGene00002059	Oogenic and Spermatogenic	WBGene00002059	protein_coding	III	5'UTR
II	1233538	1233596	4	WBGene00018572	-	0	4.0	lin-42	-6.070809	Oogenic	3.45234	0.0548533	WBGene00018572	Oogenic only	WBGene00018572	protein_coding	II	3'UTR
II	4524455	4524485	2	WBGene00015134	+	0	2.0	B0304.2	-1.090229	Oogenic	95.0541	42.8011	WBGene00015134	Oogenic only	WBGene00015134	protein_coding	II	3'UTR
III	3706730	3706782	3	WBGene00006474	+	0	3.0	wdr-5.1	-1.173245	Oogenic	105.772	44.6477	WBGene00006474	Oogenic only	WBGene00006474	protein_coding	III	3'UTR
III	11061893	11061940	3	WBGene00012973	+	0	3.0	spat-2	-0.2480073	Gender Neutral	153.442	121.709	WBGene00012973	Oogenic only	WBGene00012973	protein_coding	III	3'UTR
V	14463248	14463290	4	WBGene00014316	-	0	4.0	F08H9.10					WBGene00014316		WBGene00014316	snRNA	V	ncRNA
X	9160565	9160599	2	WBGene00006479	+	0	2.0	tmbi-4	-0.4361101	Gender Neutral	10.6277	7.60014	WBGene00006479	Oogenic only	WBGene00006479	protein_coding	X	3'UTR
III	8049096	8049129	2	WBGene00019682	-	0	2.0	K12H4.7	0.3165639	Gender Neutral	17.4499	21.327	WBGene00019682	Spermatogenic only	WBGene00019682	protein_coding	III	CDS
II	4892273	4892309	2	WBGene00003431	-	0	2.0	msp-33	10.51665	Spermatogenic	9.26659	4363.78	WBGene00003431	Spermatogenic only	WBGene00003431	protein_coding	II	3'UTR
V	11027241	11027302	3	WBGene00007554	-	0	3.0	pptr-2	0.3729783	Gender Neutral	90.2124	108.93	WBGene00007554	Oogenic only	WBGene00007554	protein_coding	V	3'UTR
X	11967874	11967939	4	WBGene00008205	+	0	4.0	sams-1	1.994605	Spermatogenic	6.69938	25.3376	WBGene00008205	Spermatogenic only	WBGene00008205	protein_coding	X	3'UTR
X	16380783	16380825	3	WBGene00002280	-	0	3.0	let-2	1.143778	Spermatogenic	26.7402	57.0556	WBGene00002280	Spermatogenic only	WBGene00002280	protein_coding	X	3'UTR
X	16380829	16380947	6	WBGene00002280	-	0	4.0	let-2	1.143778	Spermatogenic	26.7402	57.0556	WBGene00002280	Spermatogenic only	WBGene00002280	protein_coding	X	3'UTR
III	4202129	4202168	2	WBGene00011279	+	0	2.0	asd-1	-1.275771	Oogenic	42.9825	16.9723	WBGene00011279	Oogenic only	WBGene00011279	protein_coding	III	3'UTR
III	8226068	8226178	4	WBGene00016238	+	0	4.0	C30A5.3	-0.07575468	Gender Neutral	201.802	180.87	WBGene00016238	Oogenic and Spermatogenic	WBGene00016238	protein_coding	III	3'UTR
III	8805937	8806007	3	WBGene00006975	+	0	3.0	zfp-1	-1.687502	Oogenic	48.5589	16.2577	WBGene00006975	Oogenic only	WBGene00006975	protein_coding	III	3'UTR
III	8806081	8806151	4	WBGene00006975	+	0	4.0	zfp-1	-1.687502	Oogenic	48.5589	16.2577	WBGene00006975	Oogenic only	WBGene00006975	protein_coding	III	3'UTR
I	6457098	6457152	3	WBGene00004273	-	0	3.0	rab-10	-0.7245669	Gender Neutral	196.551	114.884	WBGene00004273	Oogenic and Spermatogenic	WBGene00004273	protein_coding	I	3'UTR
III	475260	475309	3	WBGene00017328	+	0	3.0	F10C5.2	-0.1453534	Gender Neutral	127.888	119.877	WBGene00017328	Oogenic only	WBGene00017328	protein_coding	III	3'UTR
I	108860	108918	4	WBGene00004274	-	0	4.0	rab-11.1	-0.03798356	Gender Neutral	352.469	332.201	WBGene00004274	Oogenic only	WBGene00004274	protein_coding	I	3'UTR
III	12686766	12686852	2	WBGene00004700	-	0	2.0	rsp-3	-0.1109051	Gender Neutral	427.194	399.806	WBGene00004700	Oogenic and Spermatogenic	WBGene00004700	protein_coding	III	3'UTR
V	8267565	8267596	3	WBGene00000219	-	0	3.0	asp-6	1.437706	Gender Neutral	51.0906	128.38	WBGene00000219	Spermatogenic only	WBGene00000219	protein_coding	V	3'UTR
V	6217371	6217449	4	WBGene00004373	+	0	4.0	rme-1	-0.1412179	Gender Neutral	145.97	119.64	WBGene00004373	Oogenic only	WBGene00004373	protein_coding	V	3'UTR
IV	5469981	5470040	4	WBGene00004374	+	0	4.0	rme-2	-2.540473	Oogenic	554.997	92.1421	WBGene00004374	Oogenic only	WBGene00004374	protein_coding	IV	5'UTR
IV	5470042	5470090	4	WBGene00004374	+	0	4.0	rme-2	-2.540473	Oogenic	554.997	92.1421	WBGene00004374	Oogenic only	WBGene00004374	protein_coding	IV	CDS
III	3699742	3699774	2	WBGene00003962	-	0	2.0	pdi-1	1.350082	Spermatogenic	353.233	848.856	WBGene00003962	Oogenic and Spermatogenic	WBGene00003962	protein_coding	III	3'UTR
I	3472996	3473025	2	WBGene00021641	-	0	2.0	Y47G6A.15	-1.028684	Gender Neutral	1.67105	0.697297	WBGene00021641	Oogenic and Spermatogenic	WBGene00021641	protein_coding	I	3'UTR
V	8005762	8005790	2	WBGene00044552	+	0	2.0	Y97E10AR.8	8.529558	Spermatogenic	0.0601134	31.6	WBGene00044552	Spermatogenic only	WBGene00044552	protein_coding	V	3'UTR
V	20250859	20250900	4	WBGene00007017	-	0	4.0	mdt-17	-0.5136513	Gender Neutral	77.0233	52.7086	WBGene00007017	Oogenic only	WBGene00007017	protein_coding	V	3'UTR
I	3508759	3508810	2	WBGene00021644	-	0	2.0	Y47G6A.18	1.125703	Spermatogenic	35.5237	73.7455	WBGene00021644	Oogenic and Spermatogenic	WBGene00021644	protein_coding	I	3'UTR
IV	7770881	7770916	2	WBGene00001827	-	0	2.0	hcf-1	-0.6105213	Gender Neutral	142.898	90.5073	WBGene00001827	Oogenic only	WBGene00001827	protein_coding	IV	3'UTR
II	6947065	6947271	8	WBGene00017699	+	0	4.0	flcn-1	-0.1379021	Gender Neutral	50.5796	46.5271	WBGene00017699	Oogenic only	WBGene00017699	protein_coding	II	3'UTR
V	14784311	14784350	2	WBGene00008183	-	0	2.0	rin-1	-0.8787395	Gender Neutral	40.549	20.7499	WBGene00008183	Oogenic only	WBGene00008183	protein_coding	V	3'UTR
IV	17014591	17014656	2	WBGene00004403	+	0	2.0	rom-4	-1.189823	Oogenic	24.3066	9.86054	WBGene00004403	Oogenic only	WBGene00004403	protein_coding	IV	3'UTR
IV	9764316	9764392	4	WBGene00003687	+	0	4.0	nhr-97	0.1388355	Gender Neutral	6.2158	6.37082	WBGene00003687	Oogenic only	WBGene00003687	protein_coding	IV	3'UTR
III	6950390	6950429	3	WBGene00002845	+	0	3.0	let-711	-0.09540569	Gender Neutral	108.108	98.0803	WBGene00002845	Oogenic only	WBGene00002845	protein_coding	III	CDS
III	6958826	6958862	2	WBGene00002845	+	0	2.0	let-711	-0.09540569	Gender Neutral	108.108	98.0803	WBGene00002845	Oogenic only	WBGene00002845	protein_coding	III	3'UTR
II	9094892	9094930	3	WBGene00000532	-	0	3.0	clh-5	-0.9417448	Gender Neutral	52.5484	26.8524	WBGene00000532	Oogenic only	WBGene00000532	protein_coding	II	3'UTR
II	9967337	9967398	4	WBGene00011273	-	0	4.0	R53.4	0.737973	Gender Neutral	817.273	1296.52	WBGene00011273	Oogenic and Spermatogenic	WBGene00011273	protein_coding	II	3'UTR
I	4659455	4659527	2	WBGene00015007	+	0	2.0	ain-2	-0.5619498	Gender Neutral	75.45	50.3997	WBGene00015007	Oogenic only	WBGene00015007	protein_coding	I	3'UTR
I	4659837	4659979	6	WBGene00015007	+	0	4.0	ain-2	-0.5619498	Gender Neutral	75.45	50.3997	WBGene00015007	Oogenic only	WBGene00015007	protein_coding	I	3'UTR
V	6598983	6599054	2	WBGene00001829	+	0	2.0	hcp-1	0.1674177	Gender Neutral	94.7375	102.049	WBGene00001829	Oogenic and Spermatogenic	WBGene00001829	protein_coding	V	3'UTR
III	8518428	8518476	2	WBGene00015418	+	0	2.0	pac-1	-0.707772	Gender Neutral	25.5979	15.6594	WBGene00015418	Oogenic only	WBGene00015418	protein_coding	III	3'UTR
III	6463002	6463037	2	WBGene00001005	-	0	2.0	dlc-1	0.008946803	Gender Neutral	983.041	943.374	WBGene00001005	Oogenic only	WBGene00001005	protein_coding	III	3'UTR
III	6463060	6463120	3	WBGene00001005	-	0	3.0	dlc-1	0.008946803	Gender Neutral	983.041	943.374	WBGene00001005	Oogenic only	WBGene00001005	protein_coding	III	3'UTR
V	6787610	6787670	4	WBGene00004975	+	0	4.0	spe-39	-0.2553126	Gender Neutral	68.3331	53.7131	WBGene00004975	Oogenic only	WBGene00004975	protein_coding	V	3'UTR
V	6787705	6787755	3	WBGene00004975	+	0	3.0	spe-39	-0.2553126	Gender Neutral	68.3331	53.7131	WBGene00004975	Oogenic only	WBGene00004975	protein_coding	V	3'UTR
V	1375437	1375498	2	WBGene00022286	-	0	2.0	rga-4	0.3984999	Gender Neutral	64.9276	80.9676	WBGene00022286	Oogenic only	WBGene00022286	protein_coding	V	CDS
III	10245113	10245207	4	WBGene00001002	-	0	4.0	div-1	-0.8101469	Gender Neutral	55.4782	30.4814	WBGene00001002	Oogenic only	WBGene00001002	protein_coding	III	3'UTR
I	9630357	9630460	6	WBGene00002027	+	0	4.0	hsr-9	-0.8577358	Gender Neutral	157.285	83.0411	WBGene00002027	Oogenic only	WBGene00002027	protein_coding	I	3'UTR
III	1625475	1625531	3	WBGene00002025	+	0	3.0	hsp-60	0.093786	Gender Neutral	356.295	368.58	WBGene00002025	Oogenic only	WBGene00002025	protein_coding	III	3'UTR
III	1625738	1625799	4	WBGene00002025	+	0	4.0	hsp-60	0.093786	Gender Neutral	356.295	368.58	WBGene00002025	Oogenic only	WBGene00002025	protein_coding	III	3'UTR
I	8611397	8611464	2	WBGene00009667	-	0	2.0	F43G9.4	0.00280603	Gender Neutral	72.9717	69.0915	WBGene00009667	Oogenic only	WBGene00009667	protein_coding	I	CDS
II	11959383	11959454	2	WBGene00014539	+	0	2.0	W03C9.t1					WBGene00014539		WBGene00014539	tRNA	II	ncRNA
III	11917761	11917799	2	WBGene00003802	+	0	2.0	npp-16	-0.7818056	Gender Neutral	111.238	62.1332	WBGene00003802	Oogenic only	WBGene00003802	protein_coding	III	3'UTR
III	4093420	4093474	4	WBGene00004392	-	0	4.0	rnr-2	-2.26799	Oogenic	592.206	118.624	WBGene00004392	Oogenic only	WBGene00004392	protein_coding	III	3'UTR
III	6794429	6794531	3	WBGene00000998	+	0	3.0	dig-1	2.53747	Spermatogenic	0.0375634	0.22149	WBGene00000998	Spermatogenic only	WBGene00000998	protein_coding	III	CDS
III	6794556	6794656	4	WBGene00000998	+	0	4.0	dig-1	2.53747	Spermatogenic	0.0375634	0.22149	WBGene00000998	Spermatogenic only	WBGene00000998	protein_coding	III	CDS
I	8612877	8612929	4	WBGene00009666	-	0	4.0	F43G9.3	1.638538	Spermatogenic	24.5836	70.5408	WBGene00009666	Oogenic and Spermatogenic	WBGene00009666	protein_coding	I	3'UTR
MtDNA	188	232	3	WBGene00010957	+	0	3.0	nduo-6					WBGene00010957	Spermatogenic only	WBGene00010957	protein_coding	MtDNA	CDS
IV	13510451	13510507	4	WBGene00004239	-	0	4.0	puf-3	-2.91057	Oogenic	409.151	52.067	WBGene00004239	Oogenic only	WBGene00004239	protein_coding	IV	3'UTR
I	9421040	9421088	2	WBGene00003904	-	0	2.0	pabp-2	0.1575769	Gender Neutral	207.084	223.912	WBGene00003904	Oogenic only	WBGene00003904	protein_coding	I	3'UTR
I	7559464	7559580	3	WBGene00000496	+	0	3.0	chs-1					WBGene00000496	Oogenic only	WBGene00000496	protein_coding	I	3'UTR
III	12374269	12374480	8	WBGene00004086	-	0	4.0	pph-4.2	-0.9392187	Gender Neutral	139.243	69.3669	WBGene00004086	Oogenic only	WBGene00004086	protein_coding	III	3'UTR
X	13522763	13522811	4	WBGene00003903	-	0	4.0	pab-2	-0.007771905	Gender Neutral	5.75462	5.18057	WBGene00003903	Oogenic and Spermatogenic	WBGene00003903	protein_coding	X	3'UTR
IV	11147526	11147575	4	WBGene00008505	-	0	4.0	F01G4.6					WBGene00008505	Oogenic only	WBGene00008505	protein_coding	IV	3'UTR
III	5452989	5453089	4	WBGene00003901	+	0	3.0	paa-1	-0.4317801	Gender Neutral	241.55	174.019	WBGene00003901	Oogenic and Spermatogenic	WBGene00003901	protein_coding	III	3'UTR
III	6439856	6439925	3	WBGene00015481	+	0	3.0	C05D11.1	0.5550305	Gender Neutral	91.4973	127.537	WBGene00015481	Oogenic only	WBGene00015481	protein_coding	III	3'UTR
I	7080047	7080099	3	WBGene00009050	-	0	3.0	F22D6.2	0.4030698	Gender Neutral	404.406	440.2	WBGene00009050	Oogenic and Spermatogenic	WBGene00009050	protein_coding	I	3'UTR
IV	7397014	7397061	3	WBGene00016739	+	0	3.0	pitr-1	-0.3637237	Gender Neutral	140.395	106.844	WBGene00016739	Oogenic and Spermatogenic	WBGene00016739	protein_coding	IV	3'UTR
IV	7397152	7397195	3	WBGene00016739	+	0	3.0	pitr-1	-0.3637237	Gender Neutral	140.395	106.844	WBGene00016739	Oogenic and Spermatogenic	WBGene00016739	protein_coding	IV	3'UTR
I	3217030	3217092	3	WBGene00001481	+	0	3.0	fog-1	2.633777	Spermatogenic	20.1308	85.9974	WBGene00001481	Oogenic and Spermatogenic	WBGene00001481	protein_coding	I	3'UTR
III	5690162	5690198	2	WBGene00015146	-	0	2.0	abi-1	-1.206929	Oogenic	151.618	67.5331	WBGene00015146	Oogenic only	WBGene00015146	protein_coding	III	3'UTR
IV	9250216	9250278	4	WBGene00012431	+	0	4.0	Y11D7A.7					WBGene00012431	Oogenic and Spermatogenic	WBGene00012431	protein_coding	IV	3'UTR
IV	8286835	8286861	3	WBGene00019510	-	0	3.0	K07H8.10	0.5402872	Gender Neutral	429.642	596.23	WBGene00019510	Oogenic and Spermatogenic	WBGene00019510	protein_coding	IV	3'UTR
IV	8378006	8378048	4	WBGene00017075	-	0	4.0	nap-1	0.3468534	Gender Neutral	734.151	886.724	WBGene00017075	Oogenic and Spermatogenic	WBGene00017075	protein_coding	IV	3'UTR
I	2929470	2929548	4	WBGene00022122	+	0	4.0	trap-1	0.4344587	Gender Neutral	227.39	297.028	WBGene00022122	Oogenic and Spermatogenic	WBGene00022122	protein_coding	I	3'UTR
V	11036766	11036815	4	WBGene00006443	-	0	4.0	pak-2	-1.175039	Oogenic	60.0834	25.7567	WBGene00006443	Oogenic only	WBGene00006443	protein_coding	V	CDS
I	2731257	2731305	3	WBGene00022127	+	0	3.0	yop-1	-1.517391	Oogenic	488.651	162.334	WBGene00022127	Oogenic and Spermatogenic	WBGene00022127	protein_coding	I	3'UTR
IV	8381740	8381805	2	WBGene00017070	+	0	2.0	praf-3	-1.164241	Oogenic	230.082	94.1336	WBGene00017070	Oogenic and Spermatogenic	WBGene00017070	protein_coding	IV	3'UTR
III	6251400	6251444	3	WBGene00020437	+	0	3.0	stt-3	0.1958927	Gender Neutral	181.568	202.679	WBGene00020437	Oogenic only	WBGene00020437	protein_coding	III	3'UTR
III	6251467	6251524	4	WBGene00020437	+	0	4.0	stt-3	0.1958927	Gender Neutral	181.568	202.679	WBGene00020437	Oogenic only	WBGene00020437	protein_coding	III	3'UTR
I	14566718	14566750	3	WBGene00195175	-	0	3.0	Y105E8A.36	0.1021011	Gender Neutral	35.2307	35.7443	WBGene00195175	Oogenic and Spermatogenic	WBGene00195175	ncRNA	I	ncRNA
IV	7775803	7775843	2	WBGene00016374	+	0	2.0	swd-2.2	-0.005112778	Gender Neutral	93.3684	91.1157	WBGene00016374	Oogenic only	WBGene00016374	protein_coding	IV	3'UTR
I	11388805	11388852	2	WBGene00000010	-	0	2.0	aat-9	-0.5810601	Gender Neutral	39.449	25.6666	WBGene00000010	Oogenic only	WBGene00000010	protein_coding	I	3'UTR
I	11389046	11389124	4	WBGene00000010	-	0	2.0	aat-9	-0.5810601	Gender Neutral	39.449	25.6666	WBGene00000010	Oogenic only	WBGene00000010	protein_coding	I	3'UTR
II	6050407	6050465	2	WBGene00020022	+	0	2.0	R12C12.1	6.503103	Spermatogenic	1.79938	142.82	WBGene00020022	Spermatogenic only	WBGene00020022	protein_coding	II	5'UTR
II	21897	21952	2	WBGene00015285	+	0	2.0	gmeb-1	-1.518768	Oogenic	9.11248	3.36746	WBGene00015285	Oogenic only	WBGene00015285	protein_coding	II	3'UTR
III	794993	795039	4	WBGene00004498	+	0	4.0	rps-29	0.6030831	Gender Neutral	3652.67	5266.78	WBGene00004498	Oogenic and Spermatogenic	WBGene00004498	protein_coding	III	3'UTR
I	3869001	3869046	4	WBGene00020185	+	0	4.0	pgk-1	-0.1245834	Gender Neutral	139.91	124.585	WBGene00020185	Oogenic and Spermatogenic	WBGene00020185	protein_coding	I	3'UTR
V	6099876	6099939	3	WBGene00000802	-	0	3.0	crt-1	1.500191	Spermatogenic	602.987	1678.48	WBGene00000802	Oogenic and Spermatogenic	WBGene00000802	protein_coding	V	CDS
III	3999502	3999545	4	WBGene00007980	-	0	4.0	C36E8.1	0.1616206	Gender Neutral	142.333	156.355	WBGene00007980	Oogenic only	WBGene00007980	protein_coding	III	3'UTR
III	1951348	1951391	2	WBGene00004491	+	0	2.0	rps-22	0.614511	Gender Neutral	2610.93	3876.61	WBGene00004491	Oogenic only	WBGene00004491	protein_coding	III	3'UTR
X	11603878	11603944	3	WBGene00001502	-	0	3.0	ftt-2	-0.3523475	Gender Neutral	136.133	104.778	WBGene00001502	Oogenic and Spermatogenic	WBGene00001502	protein_coding	X	3'UTR
IV	7551657	7551690	2	WBGene00000996	-	0	2.0	dif-1	-0.6673647	Gender Neutral	101.926	61.3364	WBGene00000996	Oogenic only	WBGene00000996	protein_coding	IV	3'UTR
IV	7578655	7578692	3	WBGene00017993	-	0	3.0	cec-5	0.2696515	Gender Neutral	182.939	209.821	WBGene00017993	Oogenic only	WBGene00017993	protein_coding	IV	3'UTR
III	9854203	9854237	2	WBGene00010778	-	0	2.0	gpdh-2	-0.08666691	Gender Neutral	145.155	131.11	WBGene00010778	Oogenic only	WBGene00010778	protein_coding	III	3'UTR
IV	8862035	8862072	2	WBGene00001132	+	0	2.0	alp-1	-0.1808695	Gender Neutral	5.70157	4.90543	WBGene00001132	Oogenic and Spermatogenic	WBGene00001132	protein_coding	IV	3'UTR
IV	8862182	8862214	2	WBGene00001132	+	0	2.0	alp-1	-0.1808695	Gender Neutral	5.70157	4.90543	WBGene00001132	Oogenic and Spermatogenic	WBGene00001132	protein_coding	IV	3'UTR
IV	10146977	10147008	3	WBGene00011777	-	0	3.0	T14G10.8	4.801733	Spermatogenic	8.28331	350.355	WBGene00011777	Oogenic and Spermatogenic	WBGene00011777	protein_coding	IV	5'UTR
V	13126526	13126602	3	WBGene00001137	-	0	3.0	eat-6	-0.8817461	Gender Neutral	250.157	132.496	WBGene00001137	Oogenic and Spermatogenic	WBGene00001137	protein_coding	V	3'UTR
V	13127452	13127508	2	WBGene00001137	-	0	2.0	eat-6	-0.8817461	Gender Neutral	250.157	132.496	WBGene00001137	Oogenic and Spermatogenic	WBGene00001137	protein_coding	V	CDS
II	9713989	9714056	4	WBGene00006940	-	0	4.0	wee-1.3	-0.3640304	Gender Neutral	149.536	113.178	WBGene00006940	Oogenic and Spermatogenic	WBGene00006940	protein_coding	II	3'UTR
I	1341209	1341246	2	WBGene00004888	+	0	2.0	smo-1	0.02722956	Gender Neutral	988.234	958.831	WBGene00004888	Oogenic and Spermatogenic	WBGene00004888	protein_coding	I	3'UTR
IV	9902278	9902402	7	WBGene00009322	+	0	4.0	tbc-3	0.3918438	Gender Neutral	70.1297	89.6796	WBGene00009322	Oogenic only	WBGene00009322	protein_coding	IV	3'UTR
IV	6325497	6325543	2	WBGene00022235	+	0	2.0	sqd-1	-0.3571692	Gender Neutral	540.602	418.55	WBGene00022235	Oogenic only	WBGene00022235	protein_coding	IV	3'UTR
I	6136627	6136683	4	WBGene00023073	+	0	4.0	F56F4.t2					WBGene00023073		WBGene00023073	tRNA	I	ncRNA
IV	6339890	6339940	2	WBGene00022233	+	0	2.0	Y73B6BL.4	0.4103355	Gender Neutral	48.5366	62.8452	WBGene00022233	Oogenic only	WBGene00022233	protein_coding	IV	3'UTR
IV	10126856	10126894	2	WBGene00010677	-	0	2.0	gtbp-1					WBGene00010677	Oogenic only	WBGene00010677	protein_coding	IV	3'UTR
I	1540882	1540914	3	WBGene00022360	+	0	3.0	Y92H12A.4	0.1265973	Gender Neutral	14.9442	15.3013	WBGene00022360	Oogenic only	WBGene00022360	protein_coding	I	3'UTR
I	541664	541745	4	WBGene00007009	+	0	4.0	wwp-1	-0.1072534	Gender Neutral	114.548	103.631	WBGene00007009	Oogenic only	WBGene00007009	protein_coding	I	3'UTR
I	541967	542025	4	WBGene00007009	+	0	4.0	wwp-1	-0.1072534	Gender Neutral	114.548	103.631	WBGene00007009	Oogenic only	WBGene00007009	protein_coding	I	3'UTR
II	3358916	3358961	2	WBGene00017452	+	0	2.0	bath-29	-0.1286138	Gender Neutral	39.3197	34.3644	WBGene00017452	Oogenic only	WBGene00017452	protein_coding	II	3'UTR
III	10506706	10506743	3	WBGene00004798	-	0	3.0	sip-1	-1.71657	Oogenic	3276.43	948.605	WBGene00004798	Oogenic and Spermatogenic	WBGene00004798	protein_coding	III	5'UTR
I	7376931	7377054	3	WBGene00006754	-	0	3.0	unc-15	0.6118759	Gender Neutral	20.9659	30.4172	WBGene00006754	Spermatogenic only	WBGene00006754	protein_coding	I	3'UTR
I	7377091	7377228	4	WBGene00006754	-	0	4.0	unc-15	0.6118759	Gender Neutral	20.9659	30.4172	WBGene00006754	Spermatogenic only	WBGene00006754	protein_coding	I	3'UTR
I	7378224	7378270	3	WBGene00006754	-	0	3.0	unc-15	0.6118759	Gender Neutral	20.9659	30.4172	WBGene00006754	Spermatogenic only	WBGene00006754	protein_coding	I	CDS
I	5002922	5002970	4	WBGene00003221	+	0	4.0	mes-3	-0.7693791	Gender Neutral	39.3681	22.267	WBGene00003221	Oogenic only	WBGene00003221	protein_coding	I	3'UTR
I	9958798	9958828	2	WBGene00011986	-	0	2.0	T24D1.3	-2.63861	Oogenic	180.603	28.0407	WBGene00011986	Oogenic only	WBGene00011986	protein_coding	I	3'UTR
IV	11955420	11955467	4	WBGene00014095	+	0	4.0	gdh-1	0.4997052	Gender Neutral	565.75	773.329	WBGene00014095	Oogenic and Spermatogenic	WBGene00014095	protein_coding	IV	3'UTR
IV	11955486	11955535	2	WBGene00014095	+	0	2.0	gdh-1	0.4997052	Gender Neutral	565.75	773.329	WBGene00014095	Oogenic and Spermatogenic	WBGene00014095	protein_coding	IV	3'UTR
I	133718	133817	4	WBGene00003229	+	0	4.0	mex-3	-3.145535	Oogenic	395.406	43.6135	WBGene00003229	Oogenic only	WBGene00003229	protein_coding	I	3'UTR
IV	11688774	11688849	3	WBGene00002335	-	0	3.0	let-60	0.05933014	Gender Neutral	87.3711	88.1083	WBGene00002335	Oogenic only	WBGene00002335	protein_coding	IV	3'UTR
I	3594841	3594881	2	WBGene00021652	-	0	2.0	Y47G6A.29	0.9767475	Gender Neutral	8.16266	15.652	WBGene00021652	Oogenic only	WBGene00021652	protein_coding	I	CDS
IV	14798939	14798978	2	WBGene00000192	+	0	2.0	arl-8	-1.749131	Oogenic	181.118	51.9596	WBGene00000192	Oogenic only	WBGene00000192	protein_coding	IV	3'UTR
X	11061662	11061717	3	WBGene00012255	+	0	3.0	lpr-6					WBGene00012255	Oogenic only	WBGene00012255	protein_coding	X	3'UTR
III	7329743	7329803	3	WBGene00018953	-	0	3.0	F56C9.10	-2.06213	Oogenic	94.6656	22.6134	WBGene00018953	Oogenic only	WBGene00018953	protein_coding	III	3'UTR
III	7330112	7330157	4	WBGene00018953	-	0	4.0	F56C9.10	-2.06213	Oogenic	94.6656	22.6134	WBGene00018953	Oogenic only	WBGene00018953	protein_coding	III	3'UTR
II	11349878	11349926	2	WBGene00007189	+	0	2.0	B0491.1					WBGene00007189	Oogenic only	WBGene00007189	protein_coding	II	CDS
X	6324407	6324466	2	WBGene00000740	+	0	2.0	col-167	1.036457	Gender Neutral	9.326	18.2412	WBGene00000740	Oogenic and Spermatogenic	WBGene00000740	protein_coding	X	3'UTR
V	12354123	12354231	3	WBGene00005018	+	0	3.0	sqt-3					WBGene00005018	Oogenic only	WBGene00005018	protein_coding	V	3'UTR
II	9333692	9333750	2	WBGene00001229	+	0	2.0	eif-3.F	0.6709925	Gender Neutral	200.64	307.329	WBGene00001229	Oogenic and Spermatogenic	WBGene00001229	protein_coding	II	3'UTR
III	2477733	2477772	2	WBGene00004884	+	0	2.0	smg-6	-1.117243	Oogenic	42.8336	14.2367	WBGene00004884	Oogenic only	WBGene00004884	protein_coding	III	CDS
II	14798098	14798135	2	WBGene00001225	+	0	2.0	eif-3.B	0.05183808	Gender Neutral	184.842	172.738	WBGene00001225	Oogenic and Spermatogenic	WBGene00001225	protein_coding	II	3'UTR
